394595.375000	640478.000000	808.695984
394789.875000	640622.500000	795.741028
394789.843750	640622.000000	795.776001
394721.500000	640536.000000	804.151001
394620.625000	640552.500000	807.567017
394760.875000	640569.000000	806.198975
394576.906250	640549.500000	816.169983
394738.500000	640525.000000	803.184021
394751.062500	640467.000000	794.211975
394788.812500	640621.500000	796.427002
394607.031250	640445.000000	815.943970
394712.218750	640423.000000	802.911987
394762.531250	640542.500000	798.270996
394758.000000	640455.000000	801.909973
394603.437500	640554.500000	807.668030
394785.656250	640473.500000	796.443970
394576.687500	640429.000000	823.916016
394578.718750	640451.500000	815.625000
394767.656250	640556.500000	810.591003
394747.937500	640593.000000	805.697021
394598.406250	640398.500000	811.885986
394788.656250	640502.500000	805.421021
394788.406250	640465.000000	798.476990
394599.656250	640609.500000	799.895996
394789.156250	640614.500000	803.893005
394583.125000	640549.000000	811.703979
394570.906250	640622.500000	798.937012
394789.687500	640612.500000	797.703979
394656.750000	640584.500000	802.349976
394564.781250	640548.000000	811.836975
394769.187500	640614.500000	801.195984
394581.218750	640416.000000	821.987000
394595.562500	640496.500000	808.776001
394556.968750	640578.500000	801.239014
394785.937500	640618.000000	799.452026
394641.375000	640396.500000	817.213989
394786.906250	640616.500000	801.489990
394786.812500	640616.000000	795.375000
394787.218750	640615.500000	795.497986
394599.406250	640555.000000	808.745972
394733.437500	640598.500000	799.742981
394742.718750	640557.500000	806.398010
394573.687500	640405.000000	821.513977
394783.093750	640584.000000	806.252014
394789.718750	640613.000000	805.922974
394789.968750	640612.500000	803.861023
394779.343750	640587.500000	811.200989
394787.718750	640497.000000	801.124023
394743.468750	640550.000000	808.468994
394789.656250	640612.000000	803.630981
394746.500000	640550.000000	802.216003
394648.343750	640418.500000	811.054016
394759.531250	640526.500000	807.651001
394780.375000	640503.000000	794.369019
394613.937500	640443.000000	816.344971
394728.218750	640446.000000	795.398010
394589.781250	640430.000000	812.127991
394677.843750	640580.500000	798.068970
394781.281250	640623.000000	795.270020
394625.125000	640465.500000	802.132019
394595.125000	640526.500000	808.510010
394637.218750	640410.500000	807.349976
394744.562500	640518.500000	807.075989
394676.156250	640441.500000	806.392029
394785.406250	640617.000000	799.422974
394556.375000	640540.500000	808.900024
394779.625000	640414.500000	793.885010
394786.312500	640615.500000	795.969971
394560.218750	640592.000000	802.520020
394596.812500	640526.000000	806.935974
394716.500000	640408.500000	799.869995
394789.656250	640611.000000	802.116028
394617.031250	640547.000000	801.382996
394789.375000	640610.000000	796.825989
394630.500000	640425.500000	809.737976
394631.437500	640427.000000	807.223022
394558.843750	640403.500000	813.463989
394661.875000	640446.500000	806.737000
394600.906250	640584.500000	806.799988
394732.500000	640480.500000	796.953003
