394789.687500	640623.000000	794.077026
394627.718750	640509.500000	799.650024
394610.656250	640558.000000	798.521973
394728.187500	640564.000000	794.435974
394658.937500	640529.000000	797.145020
394691.281250	640424.000000	798.551025
394682.343750	640603.000000	796.685974
394689.781250	640560.000000	795.771973
394789.906250	640616.000000	793.859985
394570.250000	640426.000000	808.159973
394789.625000	640615.500000	793.784973
394631.781250	640430.000000	803.739990
394698.562500	640404.500000	798.609009
394732.562500	640487.500000	792.674011
394787.031250	640617.000000	793.893005
394601.343750	640532.500000	800.674011
394634.687500	640525.000000	799.138000
394567.250000	640404.000000	809.301025
394620.343750	640453.000000	803.570984
394745.937500	640419.000000	793.750977
394783.250000	640415.500000	792.434021
394788.718750	640614.000000	793.661987
394605.031250	640451.000000	804.520996
394745.937500	640507.500000	793.729004
394788.562500	640614.000000	793.757019
394562.093750	640571.500000	800.981018
394788.156250	640614.500000	794.051025
394583.875000	640494.500000	802.963989
394722.375000	640614.000000	795.643005
394696.468750	640569.000000	795.442017
394781.093750	640624.000000	794.218994
394627.718750	640417.500000	804.471985
394760.125000	640486.000000	792.174011
394670.312500	640496.500000	797.210022
394560.156250	640517.500000	803.577026
394787.250000	640614.500000	794.068970
394589.218750	640527.500000	801.218994
394707.343750	640542.500000	794.187988
394782.375000	640621.000000	794.120972
394780.812500	640623.500000	794.309021
394645.343750	640470.000000	798.802979
394773.906250	640582.000000	793.937012
394579.843750	640433.500000	806.981018
394556.718750	640462.500000	805.710022
394567.125000	640565.500000	800.711975
394586.906250	640584.000000	798.210022
394593.625000	640436.500000	805.768982
394603.562500	640528.500000	800.708984
394780.218750	640622.500000	794.294006
394730.937500	640411.500000	793.981018
394671.281250	640443.500000	800.008972
394783.781250	640617.500000	793.931030
394693.468750	640480.500000	795.539001
394681.187500	640587.000000	796.041992
394709.343750	640443.500000	795.598022
394626.875000	640555.500000	797.831970
394676.125000	640493.000000	796.732971
394559.906250	640572.000000	800.895020
394624.843750	640445.000000	803.789001
394601.062500	640564.000000	798.877991
394568.625000	640497.500000	803.708984
394632.687500	640451.000000	802.828003
394705.375000	640424.500000	796.874023
394783.343750	640617.000000	793.854004
394685.281250	640592.000000	796.086975
394709.312500	640481.000000	795.083008
394778.593750	640624.000000	794.372986
394608.468750	640509.500000	801.151978
394653.437500	640546.500000	797.119995
394562.875000	640613.000000	798.880981
394586.062500	640405.500000	808.265015
394612.937500	640505.000000	801.716003
394782.062500	640618.500000	794.281982
394559.156250	640487.500000	804.070007
394783.656250	640616.000000	794.072998
394568.906250	640430.500000	808.007019
394643.250000	640471.500000	798.796021
394641.906250	640490.000000	797.851013
394785.687500	640613.500000	793.989990
394558.093750	640499.500000	803.997986
394670.625000	640490.000000	797.031982
394559.437500	640486.000000	804.052002
394569.781250	640584.000000	799.455017
394599.937500	640402.000000	807.263000
394626.437500	640454.500000	802.835999
394787.625000	640432.000000	792.565002
394652.062500	640434.000000	801.603027
394616.500000	640483.500000	799.982971
394594.875000	640404.000000	807.706970
394777.500000	640624.000000	794.487976
394698.906250	640431.000000	797.263977
394653.812500	640501.500000	797.838989
394666.187500	640476.500000	797.937988
394783.531250	640615.000000	794.020996
394573.500000	640579.000000	799.672974
394638.406250	640567.500000	796.984985
394784.718750	640613.000000	793.885986
394607.656250	640444.000000	804.588013
